sentence,trigger,event_type,tag
近两天来，乌鲁木齐连续发生食物中毒事件，三个建筑工地上的51名民工因食用卤制牛杂碎导致亚硝酸盐中毒，经调查，这些卤制品是一地下窝点非法加工的，亚硝酸盐含量超标700多倍,中毒,24,1532
“法轮功”发言人和一些没有透露姓名的外交官说：“滕春燕被控把秘密信息传递给外国组织,被控,13,1589
德国媒体在13号报道指出，1999年世界女子花式滑雪冠军施密特跟她的双亲都不幸在这场灾难中罹难,罹难,1,1680
在访问美国太平洋总部期间，于永波会见了美太平洋总部司令布莱尔，并听取了太平洋总部情况介绍，参观了亚太安全研究中心和“皇家港”号宙斯盾巡洋舰以及其他军事单位,会见,21,258
记者随普查员到这家访问时，院子里有好多人在忙碌着,到,32,725
修改宪法由于涉及到日本在二战期间的所作所为，以及日本是否应当不放弃战争、拥有交战权和集体自卫权等重大原则问题，因此日本的各种政治势力一直在进行着激烈的辩论和斗争,二战,0,1095
包括被收压的另两个军官的家属，每个人都在胸前别上蓝丝带，家属们还聚在一起祷告，希望有好消息,收压,27,1449
当他A出去吃饭的时候，他正抗着两个大皮包到宿舍门口，包的带子断了,到,32,477
据中国官方媒体报道：两名中国人大代表由于受贿指控而被罢免并且可能被判处死刑，这是中国反腐败斗争深化的又一个新的迹象,指控,13,1630
公报要求以色列必须立即停止枪杀巴勒斯坦平民，解除对巴勒斯坦城市和道路的封锁，并撤走巴勒斯坦居民区和难民营附近的坦克、装甲车等重武器,枪杀,1,720
尤科斯在美国申请破产保护后，该法院上周发布了一项禁令，禁止出售尤科斯的任何资产,破产,19,1963
江现冰认为网站公司为延续商业机制，因此相继会有许多公司会有并购的情形,并 购,16,1870
在访问埃及和约旦期间，他对两国领导人奉行的温和政策倍加赞赏，并希望他们在中东和平进程中继续发挥作用,访问,32,103
早前，参议院外交委员会１９日以１６票赞成、２票反对的结果，批准了对赖斯担任国务卿的提名,提名,23,423
台北县警方上午抓到了一名嫌犯他假借要借厕所侵入被害人的家中抢走提包而且还强奸被害人,抓到,27,1860
由于南门体育场目前已不能满足新疆各族人民体育文化生活的需要，为全面推动新疆体育事业的发展，减轻国家投资压力，新疆维吾尔自治区党委、政府决定，按照市场规律运作，在海内外进行广泛招商，依据《拍卖法》整体拍卖南门体育场资产，用拍卖所得资金易地重建一座现代化、高标准、全国一流的园林式的新疆体育中心,拍卖,2,878
塞吉耶夫是在和日本外务大臣和野洋平会谈时作了这项的表示,会谈,21,1694
但巴沙尔就任总统之职仅两个半月就走出国门展开外交活动，让外界颇感意外,走出,32,182
各界群众及新闻记者近百人旁听了审判,审判,29,509
郑秀珍此趟到中国，之前已向破产与公共信托局申请离新并获批准,到,32,322
（佛罗里达法新电）佛罗里达州最高法院前日驳回戈尔的两项上诉，不答应让戈尔立即重新计算佛罗里达州有争议的选票，也不准棕榈滩县重新投票,上诉,25,219
一些出租司机也经常对我们说，现在来澳门玩的人多了，他们的生意好做了,来,32,1856
中国驻越南大使馆临时代办周文锐等到机场送行,到,32,919
刮刮乐诈财集团逃避查缉又有新的手法，台中县松原地区的邮筒最近一个礼拜就被投递了有4万多封刮刮乐的诈财信函，警方人员初步研判可能是集团分子担心到邮局交递大批的邮件可能会被录下容貌，因此特意投入郊区的邮筒来躲避警方的查缉,到,32,1633
对藤森的一项指控是“藤森利用国会公布的允许总统为履行职责可以不在本土的司法决议，滞留在日本不归，这违反了秘鲁宪法的有关条文,归,32,1598
中国石化股份公司与德国巴斯夫公司合资组建的扬子石化巴斯夫有限责任公司8号在北京宣布成立，这标志着中国最大的中德合资化工合作项目“扬巴一体化”工程进入实施阶段,成立,6,364
因为受伤时4名男子都有强盗以及妨害自由前科，背景复杂，这起枪袭事件是不是另有内情，警方还要深追查,受伤,24,1531
由于之前她曾经说过考虑不回台湾了，所以虽然她的中华民国护照被美国移民局扣压，暂时无法离开美国，但她下一步究竟会跑到哪里去,回,32,1712
据悉，法院将择日对此案进行宣判,宣判,22,155
他说，巴勒斯坦人民正在进行一场斗争，解决以巴冲突的唯一出路是以色列结束对巴勒斯坦的占领,冲突,0,827
据保国家电视台２０日晚报道，索非亚警察已拘捕了４名投掷自制手雷的嫌疑犯,拘捕,27,174
在少先队员嘹亮的鼓乐声中，周继红、伏明霞、杨劭琦、奎媛媛等奥运健儿刚从前舱舷梯走下，顿时得到束束鲜花和阵阵掌声,走下,32,813
26岁嫁到台湾的大陆新娘宋艳则是两次到大陆两次都被关了起来,嫁,5,1660
杭州市中级人民法院认为许运红身为国家工作人员，为恂私情而不正确履行职责，致使公共财产、国家和人民利益遭受特别重大损失，其行为已构成滥用职权罪，且犯罪情节特别严重，故依照我国《刑法》第397条第1款、第2款规定做出了上述判决,判决,22,408
到上午１１时许，军方和警方把搜捕残余恐怖分子的范围扩大到金边周围省份,搜捕,27,546
台湾留学生在国外又传车祸不幸，两名来自台湾的留学生许朝清和王贯仁这个月10号在加州中部驾车时，因为操控方向盘不慎发生翻车意外，造成一死一伤的惨剧,死,1,1184
他说他们结婚10年了，可是还经常吵架,结婚,5,2251
"设在香港的中国人权民运信息中心说，中国福建省漳州市大约1,000名种植香蕉的农民在市政府前举行示威，抗议增加香蕉税",示威,10,1813
西南贝尔和美国电话电报公司的管理人士周三夜间还通过电话和面谈再次就此举行了会谈,电话,15,2092
随后，他还将前往沙特阿拉伯和巴林,前往,32,179
北京检察院指彭春燕今年2月携带数码相机对中共镇压法轮功情况拍照之后再交给海外媒体发表，构成了“刺探情报罪”,构成,13,1291
杜海平因流血过多在送往医院抢救途中光荣牺牲,牺牲,1,992
罗马尼亚第一大党——社会民主主义党众议员多尔内亚努前天在新一届众议院全体会议上以303票赞成的绝对多数当选为众议长,当选,17,1334
今年度台湾一共打破了9项纪录，包括在台北市政府广场前的3961对双胞胎大集合，台北县第七国中18.98公尺高的巨大天灯，以及在泰国东宇省29对新人的海底婚礼，其中集体婚礼一共有来自台湾、美国、南非以及中国大陆等28国的新人参与，他们必须装上潜水衣，背驮氧汽桶潜入10公尺深的海底，在证婚人面前展示身份文件，互读誓词，拿到结婚证书之后必须再游回岸边才算完成手续,婚礼,5,1557
她身上有100元可存入公积金户头，但却没有办法亲自到公积金局存款,到,32,567
加拿大的研究人士发现愉快的婚姻可以延年益寿，相反的不愉快的婚姻可以使有高血压的一方早夭，多伦多总医院心理科医生贝克表示：愉快的婚姻有助于降低血压，不愉快的婚姻则会使得血压升高,早 夭,1,1373
上述几个成员是今年５月被当地警方拘留的,拘留,27,1014
分析人士指出，公司刚刚合并不到一个月，IBM方面就爆出个人电脑业务持续亏损三年半的消息，让所有关心联想IBM公司的人感到意外,合并,16,1945
例如与其他国家较小的网站形成跨国性的联盟，或是透过肄业联盟的方式来维持竞争力,形成,6,1874
李章洙表示，他将在近期返回韩国，和家里人度过一段时间,返回,32,1035
由于执政的共和党在参议院占多数，赖斯的提名获得通过完全在预料之中,提名,23,422
”　蒙特西诺斯的妻弟库瓦斯前天也被免去负责利马地区的军区司令职务，由特哈达将军接任,免去,31,538
”　托莱多再次要求藤森下台，建立过渡政府,下台,31,536
控状指他们策划和执行两起爆炸案，导致331人死亡——182号班机上的329人加上两名行李处理员,控状,13,1076
以李富荣为团长的中国奥委会代表团是在结束了访问澳门后来港的,访问,32,22
以色列总理巴拉克在内阁每星期天的例行会议上表示，他将在几个小时内辞职，并且将在两个月内举行的特别选举中再度竞选,会议,21,1238
（雅加达综合电）印尼《雅加达邮报》昨天报道，印尼高级内阁部长与保安首脑已拒绝瓦希德总统要求释放五名伊里安省分离主义运动领袖的指示,释放,14,1079
新华社消息：中国国务院总理朱容基昨天致电加拿大总理克雷蒂安，对加拿大前总理特鲁多病逝，表示深切哀悼,致电,15,1166
布什州长返回了自己的农场，但是通过电话同他的顾问保持联系,返回,32,1904
据悉，在华融资产管理公司从中国工商银行收购的资产中，在诉讼中的约１０７．３亿元，已胜诉并在执行中的约２２３亿元,诉讼,8,561
警方一度研判是军方的八一迫击炮，不过后来调查体积显然比较大，目前已经通知军方未爆弹处理小组前来处理，虽然没有一触即发的危险，但是危机并没有解除，民众好奇围观让警方是大为紧张,前来,32,1739
分析人士认为，联想集团领导层在收购行动完成之前对IBM的PC业务的影响状况肯定有所了解，但这一部分业务的亏损程度恐怕是他们始料未及的,收购,2,1943
出于上述担忧，合并交易将可能受到监管机构的严格审查，尽管两家公司可能会辩解称，在科技变革一日千里，产业格局日新月异的情况下，只有加强自己的实力才能得以生存,合并,16,2094
胡瓜向综艺节目请假三天到香港到底要做什么,到,32,1375
中国与新加坡领导人互致贺电，祝贺建交10周年,贺电,15,370
一名政府发言人说，沙里夫要求到国外就医,到,32,761
被判刑的３名邪教成员中，２１岁的罗曼被控犯有９项罪行,控,13,1010
联合国秘书长安南计划明年年初和伊拉克官员举行会谈，讨论结束两年来武器检查僵局的问题,会谈,21,1470
"结婚前真的不知道，原来女人""虚荣心""都很强，一两句花言巧语之后什么事都没了......",结婚,5,1983
