,sentence,trigger,event_type,tag
313,"A second reason is Europe's growing worries about Islamic terrorism. The murder in November of Theo van Gogh, a provocative Dutch filmmaker, at the hands of an Islamic militant has been called Europe's 9/11. Though the two events are obviously not fully comparable, it is certainly true that American conservatives, such as Francis Fukuyama and Bernard Lewis, have found a wider audience recently for the idea that radical Islam is inimical to European traditions of tolerance. You mean those radical muslims can be kinda nasty sometimes",terrorism,0,1917
1102,"reporter: of course, pictures and videotape and a phone call is one thing. but seeing their son in person is quite another. and they are, of course, hoping that will happen very soon. young's mother says, when she sees her son, she plans on hugging him for a good solid half hour. back to you, judy.",sees,21,434
579,Y'all recently got bought,bought,2,694
353,The US-led coalition forces launched a new round of airstrikes on Baghdad at 2:30 p.m. (1130GMT) on Monday.,airstrikes,0,1504
984,"The dictator Suharto has fallen, the constitution has changed, the media was unshackled, democratic elections held, and East Timor freed. After Sept. 11, 2001, Indonesia was quick to sign onto U.S. President George W. Bush's global war on terror.",elections,17,1283
1490,"an american astronaut and russian cosmonaut are settling in at the international space station. a russian soyuz capsule dropped them off this morning after docking perfectly at the orbiting outpost. it was the first manned flight to the space station since the february first shuttle ""columbia"" disaster. about 90 minutes after the docking, the crews opened the hatch between the two spacecraft. edward lu and yuri malenchenko of russia will spend the next six months in the space station. they're replacing the two astronauts and one cosmonaut currently there. the soyuz will carry that crew back to earth may 4th.",dropped,32,333
554,5. Death of Arafat (1) Controversial PLO leader Yasser Arafat died in a Paris hospital last week.  Do you think Arafat's death will help or hurt the Israeli-Palestinian peace process,Death,1,818
349,"To the world press and everyone else who despises the United States: You don't have to like our president or those operating this war, but get off the backs of the 18, 19 and 20 year-olds thrown into a situation you will never see or have to encounter. I've got too many friends in Iraq right now I want to see come home alive and well, and I will support them at every opportunity.",war,0,1791
1083,"As expected the Senate Finance Committee this afternoon killed a proposal by House Republicans to finish implementation of the car tax cut by phasing out the remaining 30% over the next six years. The move leaves intact state reimbursement for the locally-imposed property tax at an aggregate of $950 million annually. At present, that amount covers approximately 70% of the tax for the average affected car owner. The commitee action comes two days before House and Senate budget conferees are expected to begin negotiating differences in the respective proposals.",negotiating,21,1881
1122,"The six nations contributing troops are Italy, Spain, Ukraine, Denmark, the Netherlands and Bulgaria, the official said. Representatives of those countries will meet with British officials May 7 and Polish officials May 22 to determine what forces each country will contribute and whether they will be put under British or Polish command.",meet,21,1369
